[18:05:43] [main/INFO]: ModLauncher running: args [--username, Jostemis, --version, forge-47.3.0, --gameDir, C:\Users\befen\curseforge\minecraft\Instances\Mystical Experience, --assetsDir, C:\Users\befen\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 362959dda9da49b4a3135203ff9d142d, --accessToken, ????????, --clientId, NzgxNTU5NmUtNDY3Yy00OWZlLWJkMjgtZjRiNTMzZDhjNzY0, --xuid, 2535460817563007, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\befen\curseforge\minecraft\Install\quickPlay\java\1739279139908.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[18:05:43] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 11 arch amd64 version 10.0
[18:07:00] [Worker-ResourceReload-3/WARN]: File alexscaves:sounds/mob/luxtructosaurus/luxtructosaurus_snort_2.ogg does not exist, cannot add it to event alexscaves:luxtructosaurus_snort
[18:07:00] [Worker-ResourceReload-3/WARN]: File alexscaves:sounds/mob/luxtructosaurus/luxtructosaurus_breathe_0.ogg does not exist, cannot add it to event alexscaves:luxtructosaurus_breathe
[18:07:00] [Worker-ResourceReload-3/WARN]: File alexscaves:sounds/mob/luxtructosaurus/luxtructosaurus_breathe_1.ogg does not exist, cannot add it to event alexscaves:luxtructosaurus_breathe
[18:07:00] [Worker-ResourceReload-3/WARN]: File alexscaves:sounds/mob/luxtructosaurus/luxtructosaurus_breathe_2.ogg does not exist, cannot add it to event alexscaves:luxtructosaurus_breathe
[18:07:00] [Worker-ResourceReload-3/WARN]: File irons_spellbooks:sounds/dead_king/music/drums.ogg does not exist, cannot add it to event irons_spellbooks:entity.dead_king.music.drum_loop
[18:07:00] [Worker-ResourceReload-3/WARN]: File irons_spellbooks:sounds/dead_king/music/finale.ogg does not exist, cannot add it to event irons_spellbooks:entity.dead_king.music.finale
[18:07:01] [Render thread/INFO]: Loaded 1972 emojis
[18:07:01] [Render thread/INFO]: Forge only mixins are working for Beautiful Enchanted Books!
[18:07:01] [Render thread/INFO]: Loaded default options for keymappings
[18:07:01] [Worker-ResourceReload-4/ERROR]: Failed to load model mowziesmobs:models/block/black_pink_grottol.json
com.google.gson.JsonParseException: for LLibrary bug not putting particle into textures set is not valid resource location
	at net.minecraft.client.renderer.block.model.BlockModel$Deserializer.m_111503_(BlockModel.java:356) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at net.minecraft.client.renderer.block.model.BlockModel$Deserializer.m_111509_(BlockModel.java:343) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at net.minecraft.client.renderer.block.model.BlockModel$Deserializer.deserialize(BlockModel.java:307) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at net.minecraftforge.client.model.ExtendedBlockModelDeserializer.deserialize(ExtendedBlockModelDeserializer.java:53) ~[forge-1.20.1-47.3.0-universal.jar%23763!/:?]
	at net.minecraftforge.client.model.ExtendedBlockModelDeserializer.deserialize(ExtendedBlockModelDeserializer.java:38) ~[forge-1.20.1-47.3.0-universal.jar%23763!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%23107!/:?]
	at net.minecraft.util.GsonHelper.m_13780_(GsonHelper.java:524) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at net.minecraft.util.GsonHelper.m_263475_(GsonHelper.java:531) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at net.minecraft.util.GsonHelper.m_13776_(GsonHelper.java:581) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at net.minecraft.client.renderer.block.model.BlockModel.m_111461_(BlockModel.java:74) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246478_(ModelManager.java:110) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(CompletableFuture.java:1768) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(CompletableFuture.java:1760) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
[18:07:02] [Worker-ResourceReload-4/ERROR]: Failed to load model mowziesmobs:models/block/diamond_grottol.json
com.google.gson.JsonParseException: for LLibrary bug not putting particle into textures set is not valid resource location
	at net.minecraft.client.renderer.block.model.BlockModel$Deserializer.m_111503_(BlockModel.java:356) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at net.minecraft.client.renderer.block.model.BlockModel$Deserializer.m_111509_(BlockModel.java:343) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at net.minecraft.client.renderer.block.model.BlockModel$Deserializer.deserialize(BlockModel.java:307) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at net.minecraftforge.client.model.ExtendedBlockModelDeserializer.deserialize(ExtendedBlockModelDeserializer.java:53) ~[forge-1.20.1-47.3.0-universal.jar%23763!/:?]
	at net.minecraftforge.client.model.ExtendedBlockModelDeserializer.deserialize(ExtendedBlockModelDeserializer.java:38) ~[forge-1.20.1-47.3.0-universal.jar%23763!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%23107!/:?]
	at net.minecraft.util.GsonHelper.m_13780_(GsonHelper.java:524) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at net.minecraft.util.GsonHelper.m_263475_(GsonHelper.java:531) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at net.minecraft.util.GsonHelper.m_13776_(GsonHelper.java:581) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at net.minecraft.client.renderer.block.model.BlockModel.m_111461_(BlockModel.java:74) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246478_(ModelManager.java:110) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(CompletableFuture.java:1768) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(CompletableFuture.java:1760) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
[18:07:03] [modloading-worker-0/INFO]: Loading client config for easymagic
[18:07:03] [Worker-ResourceReload-0/INFO]: Loaded 4 essence vessel colors in 203 ms
[18:07:04] [modloading-worker-0/INFO]: Loading client config for barteringstation
[18:07:04] [Worker-ResourceReload-1/WARN]: Unused frames in sprite simplehats:item/hats/rgbtophat_e: [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]
[18:07:04] [modloading-worker-0/INFO]: Loading common config for mutantmonsters
[18:07:04] [Worker-ResourceReload-1/WARN]: Unused frames in sprite apotheosis:items/gems/blood_lord: [9]
[18:07:04] [Worker-ResourceReload-3/WARN]: Unused frames in sprite irons_spellbooks:item/upgrade_orb_ender: [1, 5, 6, 7]
[18:07:04] [modloading-worker-0/INFO]: 'zeta' is enabling Zeta's piston structure resolver.
[18:07:05] [Worker-ResourceReload-3/WARN]: Unused frames in sprite simplehats:item/hats/rgbtophat: [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]
[18:07:05] [Worker-ResourceReload-4/ERROR]: Failed to load model mahoutsukai:models/item/proximity_projection_keys2.json
com.google.gson.JsonParseException: Composite model requires a "children" element with at least one element.
	at net.minecraftforge.client.model.CompositeModel$Loader.read(CompositeModel.java:398) ~[forge-1.20.1-47.3.0-universal.jar%23763!/:?]
	at net.minecraftforge.client.model.CompositeModel$Loader.read(CompositeModel.java:381) ~[forge-1.20.1-47.3.0-universal.jar%23763!/:?]
	at net.minecraftforge.client.model.ExtendedBlockModelDeserializer.deserializeGeometry(ExtendedBlockModelDeserializer.java:99) ~[forge-1.20.1-47.3.0-universal.jar%23763!/:?]
	at net.minecraftforge.client.model.ExtendedBlockModelDeserializer.deserialize(ExtendedBlockModelDeserializer.java:55) ~[forge-1.20.1-47.3.0-universal.jar%23763!/:?]
	at net.minecraftforge.client.model.ExtendedBlockModelDeserializer.deserialize(ExtendedBlockModelDeserializer.java:38) ~[forge-1.20.1-47.3.0-universal.jar%23763!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%23107!/:?]
	at net.minecraft.util.GsonHelper.m_13780_(GsonHelper.java:524) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at net.minecraft.util.GsonHelper.m_263475_(GsonHelper.java:531) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at net.minecraft.util.GsonHelper.m_13776_(GsonHelper.java:581) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at net.minecraft.client.renderer.block.model.BlockModel.m_111461_(BlockModel.java:74) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246478_(ModelManager.java:110) ~[client-1.20.1-20230612.114412-srg.jar%23758!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(CompletableFuture.java:1768) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(CompletableFuture.java:1760) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
[18:07:05] [Worker-ResourceReload-0/WARN]: Invalid frame index on sprite relics:item/wool_mitten frame 14: 14
[18:07:05] [Worker-ResourceReload-1/WARN]: Unused frames in sprite relics:item/spore_sack: [10]
[18:07:05] [Worker-ResourceReload-4/WARN]: Unused frames in sprite irons_spellbooks:item/energized_core_energy: [11]
[18:07:05] [Worker-ResourceReload-3/WARN]: Texture hunters_return:item/spin_blade_thrown with size 20x20 limits mip level from 4 to 2
[18:07:05] [Worker-ResourceReload-3/WARN]: Texture mahoutsukai:block/runes with size 199x16 limits mip level from 2 to 0
[18:07:06] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'torchmaster:blockstates/invisible_light.json' missing model for variant: 'torchmaster:invisible_light#'
[18:07:06] [Worker-ResourceReload-4/WARN]: Exception loading blockstate definition: 'torchmaster:blockstates/invisible_light.json' in resourcepack: 'mod_resources': Neither 'variants' nor 'multipart' found
[18:07:07] [Worker-ResourceReload-3/INFO]: clickadv mod initialized
[18:07:07] [Worker-ResourceReload-3/INFO]: Hello from SculkHorn Mod
[18:07:08] [Worker-ResourceReload-1/INFO]: Load Bagus Lib Supporter
[18:07:08] [Worker-ResourceReload-0/INFO]: Initialized
[18:07:08] [Worker-ResourceReload-0/INFO]: Compression will use Java, encryption will use Java
[18:07:08] [Worker-ResourceReload-1/INFO]: ??????
[18:07:08] [Worker-ResourceReload-1/INFO]: ???? >> minecraft:dirt
[18:07:08] [Worker-ResourceReload-1/INFO]: ??????
[18:07:08] [Worker-ResourceReload-1/INFO]: ???? >> minecraft:dirt
[18:07:08] [Forge Version Check/INFO]: [mcwwindows] Starting version check at https://raw.githubusercontent.com/sketchmacaw/macawsmods/master/window.json
[18:07:08] [Worker-ResourceReload-3/INFO]: chunksending mod initialized
[18:07:08] [Worker-ResourceReload-0/INFO]: Connectivity initialized
[18:07:08] [Worker-ResourceReload-2/INFO]: gpumemleakfix mod initialized
[18:07:08] [Worker-ResourceReload-2/INFO]: structureessentials mod initialized
[18:07:08] [Worker-ResourceReload-1/INFO]: Common setup complete.
[18:07:08] [Worker-ResourceReload-0/INFO]: Common Setup
[18:07:08] [Forge Version Check/INFO]: [mcwwindows] Found status: UP_TO_DATE Current: 2.3.0 Target: null
[18:07:08] [Forge Version Check/INFO]: [sculkhornid] Starting version check at https://anvian-page.netlify.app/forge/sculkhornid.json
[18:07:09] [Worker-ResourceReload-0/INFO]: Loaded 142 crops
[18:07:09] [Worker-ResourceReload-0/INFO]: Loaded 7 crop tiers
[18:07:09] [Worker-ResourceReload-0/INFO]: Loaded 2 crop types
[18:07:09] [Worker-ResourceReload-0/INFO]: Loaded 55 augments
[18:07:09] [Worker-ResourceReload-0/INFO]: Loaded 20 mob soul types
[18:07:09] [Worker-ResourceReload-0/INFO]: Common setup complete.
[18:07:09] [Worker-ResourceReload-0/INFO]: New compacting rule 4 clay_ball = 1 clay
[18:07:09] [Worker-ResourceReload-0/INFO]: New compacting rule 4 snowball = 1 snow_block
[18:07:09] [Worker-ResourceReload-0/INFO]: New compacting rule 4 glowstone_dust = 1 glowstone
[18:07:09] [Worker-ResourceReload-0/INFO]: New compacting rule 4 brick = 1 bricks
[18:07:09] [Worker-ResourceReload-0/INFO]: New compacting rule 4 nether_brick = 1 nether_bricks
[18:07:09] [Worker-ResourceReload-0/INFO]: New compacting rule 9 nether_wart = 1 nether_wart_block
[18:07:09] [Worker-ResourceReload-0/INFO]: New compacting rule 4 quartz = 1 quartz_block
[18:07:09] [Worker-ResourceReload-0/INFO]: New compacting rule 9 melon_slice = 1 melon
[18:07:09] [Worker-ResourceReload-0/INFO]: New compacting rule 4 sand = 1 sandstone
[18:07:09] [Worker-ResourceReload-0/INFO]: New compacting rule 4 red_sand = 1 red_sandstone
[18:07:09] [Worker-ResourceReload-0/INFO]: New compacting rule 4 clay_ball = 1 clay
[18:07:09] [Forge Version Check/INFO]: [sculkhornid] Found status: AHEAD Current: 1.4.5 Target: null
[18:07:09] [Forge Version Check/INFO]: [sound_physics_remastered] Starting version check at https://update.maxhenkel.de/forge/sound_physics_remastered
[18:07:09] [Forge Version Check/INFO]: [sound_physics_remastered] Found status: AHEAD Current: 1.20.1-1.4.8 Target: null
[18:07:09] [Forge Version Check/INFO]: [ctov] Starting version check at https://api.modrinth.com/updates/fgmhI8kH/forge_updates.json
[18:07:09] [Render thread/INFO]: Registered the FluidEffect with Unique ID of minecraft:water for Water (Fluid Amount Required: 1000) with the ID 0
[18:07:09] [Render thread/INFO]: Registered the FluidEffect with Unique ID of minecraft:lava for Lava (Fluid Amount Required: 1000) with the ID 1
[18:07:09] [Render thread/INFO]: Registered the FluidEffect with Unique ID of travelersbackpack:potion for Uncraftable Potion (Fluid Amount Required: 250) with the ID 2
[18:07:09] [Render thread/INFO]: Registered the FluidEffect with Unique ID of minecraft:milk for Milk (Fluid Amount Required: 1000) with the ID 3
[18:07:09] [Render thread/INFO]: Registered region minecraft:overworld to index 0 for type OVERWORLD
[18:07:09] [Render thread/INFO]: Registered region minecraft:nether to index 0 for type NETHER
[18:07:09] [Render thread/INFO]: Registered region biomesoplenty:overworld_primary to index 1 for type OVERWORLD
[18:07:09] [Render thread/INFO]: Registered region biomesoplenty:overworld_secondary to index 2 for type OVERWORLD
[18:07:09] [Render thread/INFO]: Registered region biomesoplenty:overworld_rare to index 3 for type OVERWORLD
[18:07:09] [Render thread/INFO]: Registered region biomesoplenty:nether_common to index 1 for type NETHER
[18:07:09] [Render thread/INFO]: Registered region biomesoplenty:nether_rare to index 2 for type NETHER
[18:07:09] [Render thread/INFO]: Registered compostable Items
[18:07:09] [Render thread/INFO]: Registered region nature_arise:first to index 4 for type OVERWORLD
[18:07:09] [Render thread/INFO]: Registered region nature_arise:second to index 5 for type OVERWORLD
[18:07:09] [Render thread/INFO]: Registered region nature_arise:third to index 6 for type OVERWORLD
[18:07:09] [Render thread/INFO]: Registered region ars_nouveau:overworld to index 7 for type OVERWORLD
[18:07:10] [Render thread/INFO]: Initialized color sets in 83ms
[18:07:10] [Render thread/INFO]: Registered region quark:biome_provider to index 8 for type OVERWORLD
[18:07:10] [Render thread/INFO]: Finished mod setup in: [19, 3, 0, 0, 0, 0, 10, 9, 0] ms
[18:07:10] [Worker-ResourceReload-2/INFO]: Setting up Loading Backgrounds...
[18:07:10] [Worker-ResourceReload-3/INFO]: Reloading reverb parameters
[18:07:10] [Forge Version Check/INFO]: [ctov] Found status: UP_TO_DATE Current: 3.4.11 Target: null
[18:07:10] [Forge Version Check/INFO]: [advancementplaques] Starting version check at https://mc-update-check.anthonyhilyard.com/499826
[18:07:10] [Worker-ResourceReload-2/INFO]: ???????
[18:07:10] [Worker-ResourceReload-2/INFO]: MINECRAFT ?? >> DEFINITELY
[18:07:10] [Worker-ResourceReload-2/INFO]: ???????
[18:07:10] [Worker-ResourceReload-2/INFO]: MINECRAFT ?? >> Jostemis
[18:07:10] [Worker-ResourceReload-2/INFO]: Registering config screens for mod comforts with 1 config(s)
[18:07:10] [Worker-ResourceReload-3/INFO]: Unknown sound in allowed sound config: mca:villager.male.cry
